target_end_date,location,target,observation
2021-01-09,47055,inc case,276
2021-01-09,47057,inc case,132
2021-01-09,47059,inc case,480
2021-01-09,47061,inc case,112
2021-01-09,47063,inc case,491
2021-01-09,47065,inc case,2612
2021-01-09,47067,inc case,43
2021-01-09,47069,inc case,144
2021-01-09,47071,inc case,174
2021-01-09,47073,inc case,386
2021-01-09,47075,inc case,95
2021-01-09,47077,inc case,197
2021-01-09,47079,inc case,178
2021-01-09,47081,inc case,173
2021-01-09,47083,inc case,81
2021-01-09,47085,inc case,62
2021-01-09,47087,inc case,57
2021-01-09,47089,inc case,362
2021-01-09,47091,inc case,93
2021-01-09,47093,inc case,2903
2021-01-09,47095,inc case,43
2021-01-09,47097,inc case,139
2021-01-09,47099,inc case,318
2021-01-09,47101,inc case,67
2021-01-09,47103,inc case,219
2021-01-09,47105,inc case,352
2021-01-09,47107,inc case,338
2021-01-09,47109,inc case,125
2021-01-09,47111,inc case,161
2021-01-09,47113,inc case,526
2021-01-09,47115,inc case,225
2021-01-09,47117,inc case,241
2021-01-09,47119,inc case,814
2021-01-09,47121,inc case,67
2021-01-09,47123,inc case,346
2021-01-09,47125,inc case,1232
2021-01-09,47127,inc case,51
2021-01-09,47129,inc case,161
2021-01-09,47131,inc case,192
2021-01-09,47133,inc case,186
2021-01-09,47135,inc case,42
2021-01-09,47137,inc case,49
2021-01-09,47139,inc case,99
2021-01-09,47141,inc case,586
2021-01-09,47143,inc case,264
2021-01-09,47145,inc case,339
2021-01-09,47147,inc case,529
2021-01-09,47149,inc case,2096
2021-01-09,47151,inc case,127
2021-01-09,47153,inc case,98
2021-01-09,47155,inc case,706
2021-01-09,47157,inc case,4047
2021-01-09,47159,inc case,163
2021-01-09,47161,inc case,84
2021-01-09,47163,inc case,846
2021-01-09,47165,inc case,1145
2021-01-09,47167,inc case,326
2021-01-09,47169,inc case,75
2021-01-09,47171,inc case,89
2021-01-09,47173,inc case,81
2021-01-09,47175,inc case,65
2021-01-09,47177,inc case,244
2021-01-09,47179,inc case,693
2021-01-09,47181,inc case,90
2021-01-09,47183,inc case,179
2021-01-09,47185,inc case,155
2021-01-09,47187,inc case,1573
2021-01-09,47189,inc case,907
2021-01-09,48,inc case,161249
2021-01-09,48001,inc case,647
2021-01-09,48003,inc case,90
2021-01-09,48005,inc case,541
2021-01-09,48007,inc case,62
2021-01-09,48009,inc case,86
2021-01-09,48011,inc case,6
2021-01-09,48013,inc case,498
2021-01-09,48015,inc case,130
2021-01-09,48017,inc case,15
2021-01-09,48019,inc case,171
2021-01-09,48021,inc case,313
2021-01-09,48023,inc case,26
2021-01-09,48025,inc case,198
2021-01-09,48027,inc case,1873
2021-01-09,48029,inc case,13461
2021-01-09,48031,inc case,16
2021-01-09,48033,inc case,0
2021-01-09,48035,inc case,97
2021-01-09,48037,inc case,311
2021-01-09,48039,inc case,1946
2021-01-09,48041,inc case,1047
2021-01-09,48043,inc case,24
2021-01-09,48045,inc case,14
2021-01-09,48047,inc case,48
2021-01-09,48049,inc case,325
2021-01-09,48051,inc case,80
2021-01-09,48053,inc case,109
2021-01-09,48055,inc case,187
2021-01-09,48057,inc case,95
2021-01-09,48059,inc case,101
2021-01-09,48061,inc case,1520
2021-01-09,48063,inc case,88
2021-01-09,48065,inc case,29
2021-01-09,48067,inc case,63
2021-01-09,48069,inc case,30
2021-01-09,48071,inc case,495
2021-01-09,48073,inc case,247
2021-01-09,48075,inc case,37
2021-01-09,48077,inc case,108
2021-01-09,48079,inc case,5
2021-01-09,48081,inc case,19
2021-01-09,48083,inc case,115
2021-01-09,48085,inc case,6224
2021-01-09,48087,inc case,18
2021-01-09,48089,inc case,77
2021-01-09,48091,inc case,497
2021-01-09,48093,inc case,85
2021-01-09,48095,inc case,25
2021-01-09,48097,inc case,332
2021-01-09,48099,inc case,379
2021-01-09,48101,inc case,16
2021-01-09,48103,inc case,17
2021-01-09,48105,inc case,-37
2021-01-09,48107,inc case,28
2021-01-09,48109,inc case,-2
2021-01-09,48111,inc case,3
2021-01-09,48113,inc case,18461
2021-01-09,48115,inc case,88
2021-01-09,48117,inc case,56
2021-01-09,48119,inc case,19
2021-01-09,48121,inc case,3526
2021-01-09,48123,inc case,80
2021-01-09,48125,inc case,3
2021-01-09,48127,inc case,171
2021-01-09,48129,inc case,7
2021-01-09,48131,inc case,83
2021-01-09,48133,inc case,82
2021-01-09,48135,inc case,0
2021-01-09,48137,inc case,17
2021-01-09,48139,inc case,1723
2021-01-09,48141,inc case,3562
2021-01-09,48143,inc case,236
2021-01-09,48145,inc case,48
2021-01-09,48147,inc case,312
2021-01-09,48149,inc case,62
2021-01-09,48151,inc case,29
2021-01-09,48153,inc case,48
2021-01-09,48155,inc case,1
2021-01-09,48157,inc case,3338
2021-01-09,48159,inc case,52
2021-01-09,48161,inc case,32
2021-01-09,48163,inc case,218
2021-01-09,48165,inc case,45
2021-01-09,48167,inc case,2030
2021-01-09,48169,inc case,9
2021-01-09,48171,inc case,308
2021-01-09,48173,inc case,5
2021-01-09,48175,inc case,17
2021-01-09,48177,inc case,182
2021-01-09,48179,inc case,33
2021-01-09,48181,inc case,1155
2021-01-09,48183,inc case,523
2021-01-09,48185,inc case,92
2021-01-09,48187,inc case,1344
2021-01-09,48189,inc case,297
2021-01-09,48191,inc case,28
2021-01-09,48193,inc case,8
2021-01-09,48195,inc case,45
2021-01-09,48197,inc case,19
2021-01-09,48199,inc case,379
2021-01-09,48201,inc case,16389
2021-01-09,48203,inc case,274
2021-01-09,48205,inc case,0
2021-01-09,48207,inc case,14
2021-01-09,48209,inc case,1104
2021-01-09,48211,inc case,73
2021-01-09,48213,inc case,303
2021-01-09,48215,inc case,2935
2021-01-09,48217,inc case,78
2021-01-09,48219,inc case,109
2021-01-09,48221,inc case,618
2021-01-09,48223,inc case,123
2021-01-09,48225,inc case,51
2021-01-09,48227,inc case,127
2021-01-09,48229,inc case,17
2021-01-09,48231,inc case,431
2021-01-09,48233,inc case,43
2021-01-09,48235,inc case,5
2021-01-09,48237,inc case,78
2021-01-09,48239,inc case,114
2021-01-09,48241,inc case,979
2021-01-09,48243,inc case,4
2021-01-09,48245,inc case,1206
2021-01-09,48247,inc case,75
2021-01-09,48249,inc case,282
2021-01-09,48251,inc case,1777
2021-01-09,48253,inc case,101
2021-01-09,48255,inc case,83
2021-01-09,48257,inc case,1232
2021-01-09,48259,inc case,238
2021-01-09,48261,inc case,7
2021-01-09,48263,inc case,4
2021-01-09,48265,inc case,395
2021-01-09,48267,inc case,6
2021-01-09,48269,inc case,3
2021-01-09,48271,inc case,78
2021-01-09,48273,inc case,122
2021-01-09,48275,inc case,13
2021-01-09,48277,inc case,0
2021-01-09,48279,inc case,92
2021-01-09,48281,inc case,73
2021-01-09,48283,inc case,34
2021-01-09,48285,inc case,99
2021-01-09,48287,inc case,125
2021-01-09,48289,inc case,46
2021-01-09,48291,inc case,272
2021-01-09,48293,inc case,64
2021-01-09,48295,inc case,14
2021-01-09,48297,inc case,69
2021-01-09,48299,inc case,62
2021-01-09,48301,inc case,0
2021-01-09,48303,inc case,1961
2021-01-09,48305,inc case,40
2021-01-09,48307,inc case,2
2021-01-09,48309,inc case,1445
2021-01-09,48311,inc case,5
2021-01-09,48313,inc case,25
2021-01-09,48315,inc case,44
2021-01-09,48317,inc case,36
2021-01-09,48319,inc case,36
2021-01-09,48321,inc case,163
2021-01-09,48323,inc case,790
2021-01-09,48325,inc case,227
2021-01-09,48327,inc case,2
2021-01-09,48329,inc case,915
2021-01-09,48331,inc case,108
2021-01-09,48333,inc case,20
2021-01-09,48335,inc case,26
2021-01-09,48337,inc case,176
2021-01-09,48339,inc case,3344
2021-01-09,48341,inc case,36
2021-01-09,48343,inc case,69
2021-01-09,48345,inc case,6
2021-01-09,48347,inc case,249
2021-01-09,48349,inc case,528
2021-01-09,48351,inc case,269
2021-01-09,48353,inc case,93
2021-01-09,48355,inc case,1196
2021-01-09,48357,inc case,41
2021-01-09,48359,inc case,13
2021-01-09,48361,inc case,526
2021-01-09,48363,inc case,314
2021-01-09,48365,inc case,104
2021-01-09,48367,inc case,1455
2021-01-09,48369,inc case,21
2021-01-09,48371,inc case,61
2021-01-09,48373,inc case,172
2021-01-09,48375,inc case,405
2021-01-09,48377,inc case,36
2021-01-09,48379,inc case,35
2021-01-09,48381,inc case,687
2021-01-09,48383,inc case,22
2021-01-09,48385,inc case,40
2021-01-09,48387,inc case,44
2021-01-09,48389,inc case,-25
2021-01-09,48391,inc case,40
2021-01-09,48393,inc case,2
2021-01-09,48395,inc case,83
2021-01-09,48397,inc case,1211
2021-01-09,48399,inc case,112
2021-01-09,48401,inc case,167
2021-01-09,48403,inc case,208
2021-01-09,48405,inc case,11
2021-01-09,48407,inc case,75
2021-01-09,48409,inc case,0
2021-01-09,48411,inc case,44
2021-01-09,48413,inc case,-37
2021-01-09,48415,inc case,202
2021-01-09,48417,inc case,19
2021-01-09,48419,inc case,66
2021-01-09,48421,inc case,0
2021-01-09,48423,inc case,1010
2021-01-09,48425,inc case,101
2021-01-09,48427,inc case,562
2021-01-09,48429,inc case,40
2021-01-09,48431,inc case,-2
2021-01-09,48433,inc case,28
2021-01-09,48435,inc case,-20
2021-01-09,48437,inc case,28
2021-01-09,48439,inc case,20726
2021-01-09,48441,inc case,642
2021-01-09,48443,inc case,10
2021-01-09,48445,inc case,106
2021-01-09,48447,inc case,1
2021-01-09,48449,inc case,257
2021-01-09,48451,inc case,661
2021-01-09,48453,inc case,4811
2021-01-09,48455,inc case,70
2021-01-09,48457,inc case,583
2021-01-09,48459,inc case,250
2021-01-09,48461,inc case,15
2021-01-09,48463,inc case,282
2021-01-09,48465,inc case,582
2021-01-09,48467,inc case,241
2021-01-09,48469,inc case,435
2021-01-09,48471,inc case,313
2021-01-09,48473,inc case,228
2021-01-09,48475,inc case,115
2021-01-09,48477,inc case,111
2021-01-09,48479,inc case,1732
2021-01-09,48481,inc case,214
2021-01-09,48483,inc case,45
2021-01-09,48485,inc case,1298
2021-01-09,48487,inc case,128
2021-01-09,48489,inc case,102
2021-01-09,48491,inc case,3628
2021-01-09,48493,inc case,447
2021-01-09,48495,inc case,51
2021-01-09,48497,inc case,576
2021-01-09,48499,inc case,223
2021-01-09,48501,inc case,10
2021-01-09,48503,inc case,118
2021-01-09,48505,inc case,164
2021-01-09,48507,inc case,213
2021-01-09,49,inc case,22069
2021-01-09,49001,inc case,0
2021-01-09,49003,inc case,0
2021-01-09,49005,inc case,0
2021-01-09,49007,inc case,0
2021-01-09,49009,inc case,0
2021-01-09,49011,inc case,2384
2021-01-09,49013,inc case,0
2021-01-09,49015,inc case,0
2021-01-09,49017,inc case,0
2021-01-09,49019,inc case,0
2021-01-09,49021,inc case,0
2021-01-09,49023,inc case,0
2021-01-09,49025,inc case,0
2021-01-09,49027,inc case,0
2021-01-09,49029,inc case,0
2021-01-09,49031,inc case,0
2021-01-09,49033,inc case,0
2021-01-09,49035,inc case,7249
2021-01-09,49037,inc case,109
2021-01-09,49039,inc case,0
2021-01-09,49041,inc case,0
2021-01-09,49043,inc case,383
2021-01-09,49045,inc case,415
2021-01-09,49047,inc case,0
2021-01-09,49049,inc case,5302
2021-01-09,49051,inc case,237
2021-01-09,49053,inc case,0
2021-01-09,49055,inc case,0
2021-01-09,49057,inc case,0
2021-01-09,50,inc case,1101
2021-01-09,50001,inc case,130
2021-01-09,50003,inc case,100
2021-01-09,50005,inc case,29
2021-01-09,50007,inc case,348
2021-01-09,50009,inc case,18
2021-01-09,50011,inc case,61
2021-01-09,50013,inc case,5
2021-01-09,50015,inc case,16
2021-01-09,50017,inc case,38
2021-01-09,50019,inc case,11
2021-01-09,50021,inc case,86
2021-01-09,50023,inc case,49
2021-01-09,50025,inc case,101
2021-01-09,50027,inc case,109
2021-01-09,51,inc case,34960
2021-01-09,51001,inc case,198
2021-01-09,51003,inc case,345
2021-01-09,51005,inc case,71
2021-01-09,51007,inc case,91
2021-01-09,51009,inc case,244
2021-01-09,51011,inc case,149
2021-01-09,51013,inc case,702
2021-01-09,51015,inc case,553
2021-01-09,51017,inc case,29
2021-01-09,51019,inc case,511
2021-01-09,51021,inc case,50
2021-01-09,51023,inc case,145
2021-01-09,51025,inc case,123
2021-01-09,51027,inc case,57
2021-01-09,51029,inc case,84
2021-01-09,51031,inc case,331
2021-01-09,51033,inc case,77
2021-01-09,51035,inc case,196
2021-01-09,51036,inc case,31
2021-01-09,51037,inc case,34
2021-01-09,51041,inc case,1157
2021-01-09,51043,inc case,49
2021-01-09,51045,inc case,4
2021-01-09,51047,inc case,235
2021-01-09,51049,inc case,17
2021-01-09,51051,inc case,85
2021-01-09,51053,inc case,115
2021-01-09,51057,inc case,62
2021-01-09,51059,inc case,3299
2021-01-09,51061,inc case,321
2021-01-09,51063,inc case,51
2021-01-09,51065,inc case,98
2021-01-09,51067,inc case,261
2021-01-09,51069,inc case,432
2021-01-09,51071,inc case,125
2021-01-09,51073,inc case,168
2021-01-09,51075,inc case,55
2021-01-09,51077,inc case,70
2021-01-09,51079,inc case,81
2021-01-09,51081,inc case,24
2021-01-09,51083,inc case,207
2021-01-09,51085,inc case,505
2021-01-09,51087,inc case,1382
2021-01-09,51089,inc case,304
2021-01-09,51091,inc case,2
2021-01-09,51093,inc case,138
2021-01-09,51095,inc case,283
2021-01-09,51097,inc case,17
2021-01-09,51099,inc case,64
2021-01-09,51101,inc case,61
2021-01-09,51103,inc case,45
2021-01-09,51105,inc case,215
2021-01-09,51107,inc case,805
2021-01-09,51109,inc case,126
2021-01-09,51111,inc case,81
2021-01-09,51113,inc case,44
2021-01-09,51115,inc case,38
2021-01-09,51117,inc case,120
2021-01-09,51119,inc case,25
2021-01-09,51121,inc case,328
2021-01-09,51125,inc case,66
2021-01-09,51127,inc case,102
2021-01-09,51131,inc case,46
2021-01-09,51133,inc case,32
2021-01-09,51135,inc case,137
2021-01-09,51137,inc case,166
2021-01-09,51139,inc case,120
2021-01-09,51141,inc case,72
2021-01-09,51143,inc case,348
2021-01-09,51145,inc case,85
2021-01-09,51147,inc case,116
2021-01-09,51149,inc case,96
2021-01-09,51153,inc case,1887
2021-01-09,51155,inc case,191
2021-01-09,51157,inc case,22
2021-01-09,51159,inc case,136
2021-01-09,51161,inc case,362
2021-01-09,51163,inc case,128
2021-01-09,51165,inc case,502
2021-01-09,51167,inc case,135
2021-01-09,51169,inc case,83
2021-01-09,51171,inc case,245
2021-01-09,51173,inc case,188
2021-01-09,51175,inc case,353
2021-01-09,51177,inc case,430
2021-01-09,51179,inc case,489
2021-01-09,51181,inc case,10
2021-01-09,51183,inc case,36
2021-01-09,51185,inc case,171
2021-01-09,51187,inc case,135
2021-01-09,51191,inc case,315
2021-01-09,51193,inc case,73
2021-01-09,51195,inc case,234
2021-01-09,51197,inc case,140
2021-01-09,51199,inc case,264
2021-01-09,51510,inc case,613
2021-01-09,51520,inc case,106
2021-01-09,51530,inc case,50
2021-01-09,51540,inc case,176
2021-01-09,51550,inc case,698
2021-01-09,51570,inc case,87
2021-01-09,51580,inc case,51
2021-01-09,51590,inc case,322
2021-01-09,51595,inc case,34
2021-01-09,51600,inc case,18
2021-01-09,51610,inc case,20
2021-01-09,51620,inc case,23
2021-01-09,51630,inc case,76
2021-01-09,51640,inc case,38
2021-01-09,51650,inc case,566
2021-01-09,51660,inc case,308
2021-01-09,51670,inc case,130
2021-01-09,51678,inc case,67
2021-01-09,51680,inc case,417
2021-01-09,51683,inc case,132
2021-01-09,51685,inc case,40
2021-01-09,51690,inc case,103
2021-01-09,51700,inc case,749
2021-01-09,51710,inc case,1001
2021-01-09,51720,inc case,28
2021-01-09,51730,inc case,180
2021-01-09,51735,inc case,62
2021-01-09,51740,inc case,588
2021-01-09,51750,inc case,96
2021-01-09,51760,inc case,807
2021-01-09,51770,inc case,308
2021-01-09,51775,inc case,94
2021-01-09,51790,inc case,183
2021-01-09,51800,inc case,401
2021-01-09,51810,inc case,2610
2021-01-09,51820,inc case,187
2021-01-09,51830,inc case,29
2021-01-09,51840,inc case,127
2021-01-09,53,inc case,24843
2021-01-09,53001,inc case,57
2021-01-09,53003,inc case,73
2021-01-09,53005,inc case,1025
2021-01-09,53007,inc case,353
2021-01-09,53009,inc case,64
2021-01-09,53011,inc case,1666
2021-01-09,53013,inc case,8
2021-01-09,53015,inc case,351
2021-01-09,53017,inc case,188
2021-01-09,53019,inc case,12
2021-01-09,53021,inc case,549
2021-01-09,53023,inc case,4
2021-01-09,53025,inc case,400
2021-01-09,53027,inc case,340
2021-01-09,53029,inc case,112
2021-01-09,53031,inc case,34
2021-01-09,53033,inc case,6219
2021-01-09,53035,inc case,468
2021-01-09,53037,inc case,163
2021-01-09,53039,inc case,64
2021-01-09,53041,inc case,286
2021-01-09,53043,inc case,27
2021-01-09,53045,inc case,335
2021-01-09,53047,inc case,113
2021-01-09,53049,inc case,36
2021-01-09,53051,inc case,46
2021-01-09,53053,inc case,2879
2021-01-09,53055,inc case,10
2021-01-09,53057,inc case,253
2021-01-09,53059,inc case,23
2021-01-09,53061,inc case,2223
2021-01-09,53063,inc case,2911
2021-01-09,53065,inc case,89
2021-01-09,53067,inc case,568
2021-01-09,53069,inc case,9
2021-01-09,53071,inc case,323
2021-01-09,53073,inc case,656
2021-01-09,53075,inc case,119
2021-01-09,53077,inc case,1811
2021-01-09,54,inc case,10451
2021-01-09,54001,inc case,363
2021-01-09,54003,inc case,802
2021-01-09,54005,inc case,93
2021-01-09,54007,inc case,300
2021-01-09,54009,inc case,158
2021-01-09,54011,inc case,552
2021-01-09,54013,inc case,31
2021-01-09,54015,inc case,20
2021-01-09,54017,inc case,38
2021-01-09,54019,inc case,170
2021-01-09,54021,inc case,57
2021-01-09,54023,inc case,84
2021-01-09,54025,inc case,226
2021-01-09,54027,inc case,103
2021-01-09,54029,inc case,170
2021-01-09,54031,inc case,112
2021-01-09,54033,inc case,489
2021-01-09,54035,inc case,168
2021-01-09,54037,inc case,274
2021-01-09,54039,inc case,713
2021-01-09,54041,inc case,74
2021-01-09,54043,inc case,108
2021-01-09,54045,inc case,169
2021-01-09,54047,inc case,70
2021-01-09,54049,inc case,437
2021-01-09,54051,inc case,181
2021-01-09,54053,inc case,119
2021-01-09,54055,inc case,415
2021-01-09,54057,inc case,114
2021-01-09,54059,inc case,122
2021-01-09,54061,inc case,495
2021-01-09,54063,inc case,65
2021-01-09,54065,inc case,82
2021-01-09,54067,inc case,84
2021-01-09,54069,inc case,240
2021-01-09,54071,inc case,70
2021-01-09,54073,inc case,105
2021-01-09,54075,inc case,52
2021-01-09,54077,inc case,251
2021-01-09,54079,inc case,196
2021-01-09,54081,inc case,376
2021-01-09,54083,inc case,182
2021-01-09,54085,inc case,69
2021-01-09,54087,inc case,42
2021-01-09,54089,inc case,79
2021-01-09,54091,inc case,109
2021-01-09,54093,inc case,60
2021-01-09,54095,inc case,57
2021-01-09,54097,inc case,195
2021-01-09,54099,inc case,178
2021-01-09,54101,inc case,27
2021-01-09,54103,inc case,80
2021-01-09,54105,inc case,22
2021-01-09,54107,inc case,516
2021-01-09,54109,inc case,87
2021-01-09,55,inc case,24482
2021-01-09,55001,inc case,83
2021-01-09,55003,inc case,48
2021-01-09,55005,inc case,196
2021-01-09,55007,inc case,28
2021-01-09,55009,inc case,1320
2021-01-09,55011,inc case,93
2021-01-09,55013,inc case,45
2021-01-09,55015,inc case,207
2021-01-09,55017,inc case,317
2021-01-09,55019,inc case,88
2021-01-09,55021,inc case,228
2021-01-09,55023,inc case,32
2021-01-09,55025,inc case,1788
2021-01-09,55027,inc case,269
2021-01-09,55029,inc case,123
2021-01-09,55031,inc case,200
2021-01-09,55033,inc case,185
2021-01-09,55035,inc case,454
2021-01-09,55037,inc case,12
2021-01-09,55039,inc case,470
2021-01-09,55041,inc case,33
2021-01-09,55043,inc case,181
2021-01-09,55045,inc case,81
2021-01-09,55047,inc case,52
2021-01-09,55049,inc case,57
2021-01-09,55051,inc case,14
2021-01-09,55053,inc case,65
2021-01-09,55055,inc case,349
2021-01-09,55057,inc case,196
2021-01-09,55059,inc case,724
2021-01-09,55061,inc case,108
2021-01-09,55063,inc case,557
2021-01-09,55065,inc case,33
2021-01-09,55067,inc case,45
2021-01-09,55069,inc case,194
2021-01-09,55071,inc case,392
2021-01-09,55073,inc case,528
2021-01-09,55075,inc case,130
2021-01-09,55077,inc case,36
2021-01-09,55078,inc case,33
2021-01-09,55079,inc case,3570
2021-01-09,55081,inc case,194
2021-01-09,55083,inc case,175
2021-01-09,55085,inc case,133
2021-01-09,55087,inc case,1035
2021-01-09,55089,inc case,378
2021-01-09,55091,inc case,32
2021-01-09,55093,inc case,184
2021-01-09,55095,inc case,218
2021-01-09,55097,inc case,236
2021-01-09,55099,inc case,38
2021-01-09,55101,inc case,1112
2021-01-09,55103,inc case,59
2021-01-09,55105,inc case,712
2021-01-09,55107,inc case,46
2021-01-09,55109,inc case,315
2021-01-09,55111,inc case,209
2021-01-09,55113,inc case,59
2021-01-09,55115,inc case,153
2021-01-09,55117,inc case,431
2021-01-09,55119,inc case,53
2021-01-09,55121,inc case,116
2021-01-09,55123,inc case,80
2021-01-09,55125,inc case,106
2021-01-09,55127,inc case,567
2021-01-09,55129,inc case,56
2021-01-09,55131,inc case,686
2021-01-09,55133,inc case,2449
2021-01-09,55135,inc case,220
2021-01-09,55137,inc case,57
2021-01-09,55139,inc case,554
2021-01-09,55141,inc case,255
2021-01-09,56,inc case,2146
2021-01-09,56001,inc case,112
2021-01-09,56003,inc case,77
2021-01-09,56005,inc case,135
2021-01-09,56007,inc case,38
2021-01-09,56009,inc case,37
2021-01-09,56011,inc case,7
2021-01-09,56013,inc case,77
2021-01-09,56015,inc case,20
2021-01-09,56017,inc case,34
2021-01-09,56019,inc case,21
2021-01-09,56021,inc case,353
2021-01-09,56023,inc case,88
2021-01-09,56025,inc case,272
2021-01-09,56027,inc case,1
2021-01-09,56029,inc case,186
2021-01-09,56031,inc case,35
2021-01-09,56033,inc case,114
2021-01-09,56035,inc case,21
2021-01-09,56037,inc case,165
2021-01-09,56039,inc case,203
2021-01-09,56041,inc case,124
2021-01-09,56043,inc case,18
2021-01-09,56045,inc case,8
2021-01-09,60,inc case,0
2021-01-09,66,inc case,73
2021-01-09,69,inc case,3
2021-01-09,72,inc case,4698
2021-01-09,78,inc case,102
2021-01-09,US,inc case,1733230
2021-01-16,01,inc case,21531
2021-01-16,01001,inc case,307
2021-01-16,01003,inc case,974
2021-01-16,01005,inc case,75
2021-01-16,01007,inc case,106
2021-01-16,01009,inc case,245
2021-01-16,01011,inc case,37
2021-01-16,01013,inc case,59
2021-01-16,01015,inc case,625
2021-01-16,01017,inc case,198
2021-01-16,01019,inc case,77
2021-01-16,01021,inc case,116
2021-01-16,01023,inc case,12
2021-01-16,01025,inc case,177
2021-01-16,01027,inc case,38
2021-01-16,01029,inc case,55
2021-01-16,01031,inc case,275
2021-01-16,01033,inc case,244
2021-01-16,01035,inc case,37
2021-01-16,01037,inc case,27
2021-01-16,01039,inc case,124
2021-01-16,01041,inc case,67
2021-01-16,01043,inc case,333
2021-01-16,01045,inc case,256
2021-01-16,01047,inc case,112
2021-01-16,01049,inc case,319
2021-01-16,01051,inc case,449
2021-01-16,01053,inc case,208
2021-01-16,01055,inc case,629
2021-01-16,01057,inc case,110
2021-01-16,01059,inc case,138
2021-01-16,01061,inc case,113
2021-01-16,01063,inc case,31
2021-01-16,01065,inc case,98
2021-01-16,01067,inc case,103
2021-01-16,01069,inc case,444
2021-01-16,01071,inc case,221
2021-01-16,01073,inc case,3361
2021-01-16,01075,inc case,43
2021-01-16,01077,inc case,379
2021-01-16,01079,inc case,110
2021-01-16,01081,inc case,895
2021-01-16,01083,inc case,414
2021-01-16,01085,inc case,49
2021-01-16,01087,inc case,61
2021-01-16,01089,inc case,1633
2021-01-16,01091,inc case,44
2021-01-16,01093,inc case,142
2021-01-16,01095,inc case,339
2021-01-16,01097,inc case,1792
2021-01-16,01099,inc case,72
2021-01-16,01101,inc case,960
2021-01-16,01103,inc case,541
2021-01-16,01105,inc case,44
2021-01-16,01107,inc case,85
2021-01-16,01109,inc case,148
2021-01-16,01111,inc case,54
2021-01-16,01113,inc case,216
2021-01-16,01115,inc case,335
2021-01-16,01117,inc case,972
2021-01-16,01119,inc case,1
2021-01-16,01121,inc case,379
2021-01-16,01123,inc case,67
2021-01-16,01125,inc case,590
2021-01-16,01127,inc case,166
2021-01-16,01129,inc case,58
2021-01-16,01131,inc case,62
2021-01-16,01133,inc case,80
2021-01-16,02,inc case,1699
2021-01-16,02013,inc case,1
2021-01-16,02016,inc case,21
2021-01-16,02020,inc case,595
2021-01-16,02050,inc case,163
2021-01-16,02060,inc case,0
2021-01-16,02063,inc case,15
2021-01-16,02066,inc case,7
2021-01-16,02068,inc case,3
2021-01-16,02070,inc case,2
2021-01-16,02090,inc case,263
2021-01-16,02100,inc case,0
2021-01-16,02105,inc case,0
2021-01-16,02110,inc case,28
2021-01-16,02122,inc case,78
2021-01-16,02130,inc case,11
2021-01-16,02150,inc case,35
2021-01-16,02158,inc case,54
2021-01-16,02164,inc case,0
2021-01-16,02170,inc case,267
2021-01-16,02180,inc case,11
2021-01-16,02185,inc case,100
2021-01-16,02188,inc case,37
2021-01-16,02195,inc case,8
2021-01-16,02198,inc case,1
2021-01-16,02220,inc case,13
2021-01-16,02230,inc case,0
2021-01-16,02240,inc case,-3
2021-01-16,02261,inc case,0
2021-01-16,02275,inc case,0
2021-01-16,02282,inc case,0
2021-01-16,02290,inc case,15
2021-01-16,04,inc case,59556
2021-01-16,04001,inc case,368
2021-01-16,04003,inc case,803
2021-01-16,04005,inc case,1192
2021-01-16,04007,inc case,327
2021-01-16,04009,inc case,304
2021-01-16,04011,inc case,20
2021-01-16,04012,inc case,174
2021-01-16,04013,inc case,38542
2021-01-16,04015,inc case,1596
2021-01-16,04017,inc case,823
2021-01-16,04019,inc case,8236
2021-01-16,04021,inc case,3592
2021-01-16,04023,inc case,381
2021-01-16,04025,inc case,1309
2021-01-16,04027,inc case,1889
2021-01-16,05,inc case,18432
2021-01-16,05001,inc case,92
2021-01-16,05003,inc case,86
2021-01-16,05005,inc case,134
2021-01-16,05007,inc case,2433
2021-01-16,05009,inc case,180
2021-01-16,05011,inc case,79
2021-01-16,05013,inc case,22
2021-01-16,05015,inc case,145
2021-01-16,05017,inc case,35
2021-01-16,05019,inc case,127
2021-01-16,05021,inc case,65
2021-01-16,05023,inc case,110
2021-01-16,05025,inc case,54
2021-01-16,05027,inc case,89
2021-01-16,05029,inc case,154
2021-01-16,05031,inc case,560
2021-01-16,05033,inc case,510
2021-01-16,05035,inc case,317
2021-01-16,05037,inc case,106
2021-01-16,05039,inc case,64
2021-01-16,05041,inc case,54
2021-01-16,05043,inc case,97
2021-01-16,05045,inc case,696
2021-01-16,05047,inc case,110
2021-01-16,05049,inc case,26
2021-01-16,05051,inc case,795
2021-01-16,05053,inc case,77
2021-01-16,05055,inc case,254
2021-01-16,05057,inc case,88
2021-01-16,05059,inc case,181
2021-01-16,05061,inc case,51
2021-01-16,05063,inc case,177
2021-01-16,05065,inc case,45
2021-01-16,05067,inc case,50
2021-01-16,05069,inc case,284
2021-01-16,05071,inc case,154
2021-01-16,05073,inc case,22
2021-01-16,05075,inc case,84
2021-01-16,05077,inc case,39
2021-01-16,05079,inc case,49
2021-01-16,05081,inc case,54
2021-01-16,05083,inc case,146
2021-01-16,05085,inc case,394
2021-01-16,05087,inc case,62
2021-01-16,05089,inc case,65
2021-01-16,05091,inc case,148
2021-01-16,05093,inc case,179
2021-01-16,05095,inc case,49
2021-01-16,05097,inc case,50
2021-01-16,05099,inc case,20
2021-01-16,05101,inc case,12
