target_end_date,location,target,observation
2023-02-25,48361,inc case,12
2023-02-25,48363,inc case,12
2023-02-25,48365,inc case,14
2023-02-25,48367,inc case,54
2023-02-25,48369,inc case,5
2023-02-25,48371,inc case,22
2023-02-25,48373,inc case,4
2023-02-25,48375,inc case,81
2023-02-25,48377,inc case,0
2023-02-25,48379,inc case,5
2023-02-25,48381,inc case,28
2023-02-25,48383,inc case,5
2023-02-25,48385,inc case,3
2023-02-25,48387,inc case,3
2023-02-25,48389,inc case,7
2023-02-25,48391,inc case,10
2023-02-25,48393,inc case,0
2023-02-25,48395,inc case,19
2023-02-25,48397,inc case,62
2023-02-25,48399,inc case,3
2023-02-25,48401,inc case,33
2023-02-25,48403,inc case,1
2023-02-25,48405,inc case,1
2023-02-25,48407,inc case,10
2023-02-25,48409,inc case,26
2023-02-25,48411,inc case,5
2023-02-25,48413,inc case,1
2023-02-25,48415,inc case,20
2023-02-25,48417,inc case,1
2023-02-25,48419,inc case,8
2023-02-25,48421,inc case,0
2023-02-25,48423,inc case,138
2023-02-25,48425,inc case,0
2023-02-25,48427,inc case,34
2023-02-25,48429,inc case,2
2023-02-25,48431,inc case,1
2023-02-25,48433,inc case,0
2023-02-25,48435,inc case,3
2023-02-25,48437,inc case,11
2023-02-25,48439,inc case,1050
2023-02-25,48441,inc case,88
2023-02-25,48443,inc case,1
2023-02-25,48445,inc case,0
2023-02-25,48447,inc case,0
2023-02-25,48449,inc case,14
2023-02-25,48451,inc case,137
2023-02-25,48453,inc case,1764
2023-02-25,48455,inc case,5
2023-02-25,48457,inc case,25
2023-02-25,48459,inc case,17
2023-02-25,48461,inc case,6
2023-02-25,48463,inc case,5
2023-02-25,48465,inc case,8
2023-02-25,48467,inc case,29
2023-02-25,48469,inc case,68
2023-02-25,48471,inc case,62
2023-02-25,48473,inc case,12
2023-02-25,48475,inc case,6
2023-02-25,48477,inc case,25
2023-02-25,48479,inc case,172
2023-02-25,48481,inc case,37
2023-02-25,48483,inc case,1
2023-02-25,48485,inc case,76
2023-02-25,48487,inc case,17
2023-02-25,48489,inc case,17
2023-02-25,48491,inc case,350
2023-02-25,48493,inc case,10
2023-02-25,48495,inc case,0
2023-02-25,48497,inc case,24
2023-02-25,48499,inc case,31
2023-02-25,48501,inc case,0
2023-02-25,48503,inc case,10
2023-02-25,48505,inc case,5
2023-02-25,48507,inc case,4
2023-02-25,49,inc case,1642
2023-02-25,49001,inc case,0
2023-02-25,49003,inc case,0
2023-02-25,49005,inc case,0
2023-02-25,49007,inc case,0
2023-02-25,49009,inc case,0
2023-02-25,49011,inc case,284
2023-02-25,49013,inc case,0
2023-02-25,49015,inc case,0
2023-02-25,49017,inc case,0
2023-02-25,49019,inc case,0
2023-02-25,49021,inc case,0
2023-02-25,49023,inc case,0
2023-02-25,49025,inc case,0
2023-02-25,49027,inc case,0
2023-02-25,49029,inc case,0
2023-02-25,49031,inc case,0
2023-02-25,49033,inc case,0
2023-02-25,49035,inc case,627
2023-02-25,49037,inc case,21
2023-02-25,49039,inc case,0
2023-02-25,49041,inc case,0
2023-02-25,49043,inc case,24
2023-02-25,49045,inc case,30
2023-02-25,49047,inc case,0
2023-02-25,49049,inc case,240
2023-02-25,49051,inc case,15
2023-02-25,49053,inc case,0
2023-02-25,49055,inc case,0
2023-02-25,49057,inc case,0
2023-02-25,50,inc case,0
2023-02-25,50001,inc case,0
2023-02-25,50003,inc case,0
2023-02-25,50005,inc case,0
2023-02-25,50007,inc case,0
2023-02-25,50009,inc case,0
2023-02-25,50011,inc case,0
2023-02-25,50013,inc case,0
2023-02-25,50015,inc case,0
2023-02-25,50017,inc case,0
2023-02-25,50019,inc case,0
2023-02-25,50021,inc case,0
2023-02-25,50023,inc case,0
2023-02-25,50025,inc case,0
2023-02-25,50027,inc case,0
2023-02-25,51,inc case,5850
2023-02-25,51001,inc case,19
2023-02-25,51003,inc case,50
2023-02-25,51005,inc case,5
2023-02-25,51007,inc case,11
2023-02-25,51009,inc case,95
2023-02-25,51011,inc case,17
2023-02-25,51013,inc case,121
2023-02-25,51015,inc case,33
2023-02-25,51017,inc case,1
2023-02-25,51019,inc case,70
2023-02-25,51021,inc case,5
2023-02-25,51023,inc case,40
2023-02-25,51025,inc case,10
2023-02-25,51027,inc case,11
2023-02-25,51029,inc case,19
2023-02-25,51031,inc case,45
2023-02-25,51033,inc case,42
2023-02-25,51035,inc case,57
2023-02-25,51036,inc case,5
2023-02-25,51037,inc case,15
2023-02-25,51041,inc case,135
2023-02-25,51043,inc case,2
2023-02-25,51045,inc case,3
2023-02-25,51047,inc case,20
2023-02-25,51049,inc case,6
2023-02-25,51051,inc case,17
2023-02-25,51053,inc case,19
2023-02-25,51057,inc case,5
2023-02-25,51059,inc case,622
2023-02-25,51061,inc case,24
2023-02-25,51063,inc case,5
2023-02-25,51065,inc case,12
2023-02-25,51067,inc case,23
2023-02-25,51069,inc case,47
2023-02-25,51071,inc case,22
2023-02-25,51073,inc case,26
2023-02-25,51075,inc case,13
2023-02-25,51077,inc case,14
2023-02-25,51079,inc case,6
2023-02-25,51081,inc case,13
2023-02-25,51083,inc case,32
2023-02-25,51085,inc case,73
2023-02-25,51087,inc case,303
2023-02-25,51089,inc case,59
2023-02-25,51091,inc case,1
2023-02-25,51093,inc case,27
2023-02-25,51095,inc case,46
2023-02-25,51097,inc case,5
2023-02-25,51099,inc case,22
2023-02-25,51101,inc case,6
2023-02-25,51103,inc case,6
2023-02-25,51105,inc case,24
2023-02-25,51107,inc case,215
2023-02-25,51109,inc case,17
2023-02-25,51111,inc case,13
2023-02-25,51113,inc case,3
2023-02-25,51115,inc case,2
2023-02-25,51117,inc case,25
2023-02-25,51119,inc case,6
2023-02-25,51121,inc case,81
2023-02-25,51125,inc case,9
2023-02-25,51127,inc case,15
2023-02-25,51131,inc case,5
2023-02-25,51133,inc case,4
2023-02-25,51135,inc case,7
2023-02-25,51137,inc case,24
2023-02-25,51139,inc case,22
2023-02-25,51141,inc case,33
2023-02-25,51143,inc case,170
2023-02-25,51145,inc case,10
2023-02-25,51147,inc case,20
2023-02-25,51149,inc case,24
2023-02-25,51153,inc case,241
2023-02-25,51155,inc case,62
2023-02-25,51157,inc case,4
2023-02-25,51159,inc case,2
2023-02-25,51161,inc case,67
2023-02-25,51163,inc case,15
2023-02-25,51165,inc case,48
2023-02-25,51167,inc case,49
2023-02-25,51169,inc case,42
2023-02-25,51171,inc case,47
2023-02-25,51173,inc case,31
2023-02-25,51175,inc case,14
2023-02-25,51177,inc case,77
2023-02-25,51179,inc case,87
2023-02-25,51181,inc case,4
2023-02-25,51183,inc case,13
2023-02-25,51185,inc case,29
2023-02-25,51187,inc case,41
2023-02-25,51191,inc case,60
2023-02-25,51193,inc case,10
2023-02-25,51195,inc case,45
2023-02-25,51197,inc case,42
2023-02-25,51199,inc case,37
2023-02-25,51510,inc case,87
2023-02-25,51520,inc case,20
2023-02-25,51530,inc case,6
2023-02-25,51540,inc case,16
2023-02-25,51550,inc case,171
2023-02-25,51570,inc case,10
2023-02-25,51580,inc case,7
2023-02-25,51590,inc case,54
2023-02-25,51595,inc case,4
2023-02-25,51600,inc case,21
2023-02-25,51610,inc case,8
2023-02-25,51620,inc case,11
2023-02-25,51630,inc case,19
2023-02-25,51640,inc case,10
2023-02-25,51650,inc case,77
2023-02-25,51660,inc case,30
2023-02-25,51670,inc case,16
2023-02-25,51678,inc case,7
2023-02-25,51680,inc case,94
2023-02-25,51683,inc case,21
2023-02-25,51685,inc case,6
2023-02-25,51690,inc case,11
2023-02-25,51700,inc case,134
2023-02-25,51710,inc case,126
2023-02-25,51720,inc case,4
2023-02-25,51730,inc case,32
2023-02-25,51735,inc case,6
2023-02-25,51740,inc case,54
2023-02-25,51750,inc case,12
2023-02-25,51760,inc case,149
2023-02-25,51770,inc case,104
2023-02-25,51775,inc case,22
2023-02-25,51790,inc case,33
2023-02-25,51800,inc case,74
2023-02-25,51810,inc case,272
2023-02-25,51820,inc case,20
2023-02-25,51830,inc case,11
2023-02-25,51840,inc case,10
2023-02-25,53,inc case,4223
2023-02-25,53001,inc case,8
2023-02-25,53003,inc case,6
2023-02-25,53005,inc case,83
2023-02-25,53007,inc case,35
2023-02-25,53009,inc case,37
2023-02-25,53011,inc case,207
2023-02-25,53013,inc case,3
2023-02-25,53015,inc case,47
2023-02-25,53017,inc case,14
2023-02-25,53019,inc case,2
2023-02-25,53021,inc case,32
2023-02-25,53023,inc case,0
2023-02-25,53025,inc case,138
2023-02-25,53027,inc case,58
2023-02-25,53029,inc case,27
2023-02-25,53031,inc case,37
2023-02-25,53033,inc case,1180
2023-02-25,53035,inc case,149
2023-02-25,53037,inc case,8
2023-02-25,53039,inc case,3
2023-02-25,53041,inc case,65
2023-02-25,53043,inc case,8
2023-02-25,53045,inc case,38
2023-02-25,53047,inc case,32
2023-02-25,53049,inc case,8
2023-02-25,53051,inc case,3
2023-02-25,53053,inc case,571
2023-02-25,53055,inc case,6
2023-02-25,53057,inc case,80
2023-02-25,53059,inc case,4
2023-02-25,53061,inc case,477
2023-02-25,53063,inc case,370
2023-02-25,53065,inc case,32
2023-02-25,53067,inc case,176
2023-02-25,53069,inc case,1
2023-02-25,53071,inc case,51
2023-02-25,53073,inc case,74
2023-02-25,53075,inc case,6
2023-02-25,53077,inc case,139
2023-02-25,54,inc case,0
2023-02-25,54001,inc case,0
2023-02-25,54003,inc case,0
2023-02-25,54005,inc case,0
2023-02-25,54007,inc case,0
2023-02-25,54009,inc case,0
2023-02-25,54011,inc case,0
2023-02-25,54013,inc case,0
2023-02-25,54015,inc case,0
2023-02-25,54017,inc case,0
2023-02-25,54019,inc case,0
2023-02-25,54021,inc case,0
2023-02-25,54023,inc case,0
2023-02-25,54025,inc case,0
2023-02-25,54027,inc case,0
2023-02-25,54029,inc case,0
2023-02-25,54031,inc case,0
2023-02-25,54033,inc case,0
2023-02-25,54035,inc case,0
2023-02-25,54037,inc case,0
2023-02-25,54039,inc case,0
2023-02-25,54041,inc case,0
2023-02-25,54043,inc case,0
2023-02-25,54045,inc case,0
2023-02-25,54047,inc case,0
2023-02-25,54049,inc case,0
2023-02-25,54051,inc case,0
2023-02-25,54053,inc case,0
2023-02-25,54055,inc case,0
2023-02-25,54057,inc case,0
2023-02-25,54059,inc case,0
2023-02-25,54061,inc case,0
2023-02-25,54063,inc case,0
2023-02-25,54065,inc case,0
2023-02-25,54067,inc case,0
2023-02-25,54069,inc case,0
2023-02-25,54071,inc case,0
2023-02-25,54073,inc case,0
2023-02-25,54075,inc case,0
2023-02-25,54077,inc case,0
2023-02-25,54079,inc case,0
2023-02-25,54081,inc case,0
2023-02-25,54083,inc case,0
2023-02-25,54085,inc case,0
2023-02-25,54087,inc case,0
2023-02-25,54089,inc case,0
2023-02-25,54091,inc case,0
2023-02-25,54093,inc case,0
2023-02-25,54095,inc case,0
2023-02-25,54097,inc case,0
2023-02-25,54099,inc case,0
2023-02-25,54101,inc case,0
2023-02-25,54103,inc case,0
2023-02-25,54105,inc case,0
2023-02-25,54107,inc case,0
2023-02-25,54109,inc case,0
2023-02-25,55,inc case,4254
2023-02-25,55001,inc case,14
2023-02-25,55003,inc case,14
2023-02-25,55005,inc case,35
2023-02-25,55007,inc case,11
2023-02-25,55009,inc case,223
2023-02-25,55011,inc case,12
2023-02-25,55013,inc case,29
2023-02-25,55015,inc case,22
2023-02-25,55017,inc case,42
2023-02-25,55019,inc case,30
2023-02-25,55021,inc case,56
2023-02-25,55023,inc case,12
2023-02-25,55025,inc case,386
2023-02-25,55027,inc case,105
2023-02-25,55029,inc case,18
2023-02-25,55031,inc case,22
2023-02-25,55033,inc case,26
2023-02-25,55035,inc case,91
2023-02-25,55037,inc case,2
2023-02-25,55039,inc case,79
2023-02-25,55041,inc case,10
2023-02-25,55043,inc case,33
2023-02-25,55045,inc case,19
2023-02-25,55047,inc case,18
2023-02-25,55049,inc case,10
2023-02-25,55051,inc case,5
2023-02-25,55053,inc case,21
2023-02-25,55055,inc case,64
2023-02-25,55057,inc case,16
2023-02-25,55059,inc case,122
2023-02-25,55061,inc case,7
2023-02-25,55063,inc case,92
2023-02-25,55065,inc case,7
2023-02-25,55067,inc case,24
2023-02-25,55069,inc case,25
2023-02-25,55071,inc case,54
2023-02-25,55073,inc case,153
2023-02-25,55075,inc case,38
2023-02-25,55077,inc case,6
2023-02-25,55078,inc case,18
2023-02-25,55079,inc case,719
2023-02-25,55081,inc case,49
2023-02-25,55083,inc case,31
2023-02-25,55085,inc case,26
2023-02-25,55087,inc case,82
2023-02-25,55089,inc case,43
2023-02-25,55091,inc case,5
2023-02-25,55093,inc case,16
2023-02-25,55095,inc case,28
2023-02-25,55097,inc case,65
2023-02-25,55099,inc case,16
2023-02-25,55101,inc case,141
2023-02-25,55103,inc case,10
2023-02-25,55105,inc case,93
2023-02-25,55107,inc case,5
2023-02-25,55109,inc case,41
2023-02-25,55111,inc case,38
2023-02-25,55113,inc case,37
2023-02-25,55115,inc case,42
2023-02-25,55117,inc case,79
2023-02-25,55119,inc case,10
2023-02-25,55121,inc case,20
2023-02-25,55123,inc case,14
2023-02-25,55125,inc case,12
2023-02-25,55127,inc case,103
2023-02-25,55129,inc case,11
2023-02-25,55131,inc case,89
2023-02-25,55133,inc case,230
2023-02-25,55135,inc case,30
2023-02-25,55137,inc case,18
2023-02-25,55139,inc case,102
2023-02-25,55141,inc case,78
2023-02-25,56,inc case,311
2023-02-25,56001,inc case,37
2023-02-25,56003,inc case,5
2023-02-25,56005,inc case,29
2023-02-25,56007,inc case,1
2023-02-25,56009,inc case,5
2023-02-25,56011,inc case,7
2023-02-25,56013,inc case,32
2023-02-25,56015,inc case,0
2023-02-25,56017,inc case,1
2023-02-25,56019,inc case,3
2023-02-25,56021,inc case,40
2023-02-25,56023,inc case,3
2023-02-25,56025,inc case,26
2023-02-25,56027,inc case,1
2023-02-25,56029,inc case,14
2023-02-25,56031,inc case,16
2023-02-25,56033,inc case,51
2023-02-25,56035,inc case,6
2023-02-25,56037,inc case,8
2023-02-25,56039,inc case,10
2023-02-25,56041,inc case,5
2023-02-25,56043,inc case,5
2023-02-25,56045,inc case,6
2023-02-25,60,inc case,0
2023-02-25,66,inc case,26
2023-02-25,69,inc case,26
2023-02-25,72,inc case,2876
2023-02-25,78,inc case,52
2023-02-25,US,inc case,246276
2023-03-04,01,inc case,3714
2023-03-04,01001,inc case,27
2023-03-04,01003,inc case,126
2023-03-04,01005,inc case,23
2023-03-04,01007,inc case,20
2023-03-04,01009,inc case,57
2023-03-04,01011,inc case,5
2023-03-04,01013,inc case,20
2023-03-04,01015,inc case,110
2023-03-04,01017,inc case,34
2023-03-04,01019,inc case,18
2023-03-04,01021,inc case,27
2023-03-04,01023,inc case,2
2023-03-04,01025,inc case,15
2023-03-04,01027,inc case,22
2023-03-04,01029,inc case,30
2023-03-04,01031,inc case,61
2023-03-04,01033,inc case,66
2023-03-04,01035,inc case,10
2023-03-04,01037,inc case,12
2023-03-04,01039,inc case,29
2023-03-04,01041,inc case,3
2023-03-04,01043,inc case,50
2023-03-04,01045,inc case,47
2023-03-04,01047,inc case,55
2023-03-04,01049,inc case,35
2023-03-04,01051,inc case,45
2023-03-04,01053,inc case,14
2023-03-04,01055,inc case,56
2023-03-04,01057,inc case,5
2023-03-04,01059,inc case,19
2023-03-04,01061,inc case,47
2023-03-04,01063,inc case,10
2023-03-04,01065,inc case,12
2023-03-04,01067,inc case,14
2023-03-04,01069,inc case,84
2023-03-04,01071,inc case,37
2023-03-04,01073,inc case,528
2023-03-04,01075,inc case,17
2023-03-04,01077,inc case,53
2023-03-04,01079,inc case,15
2023-03-04,01081,inc case,76
2023-03-04,01083,inc case,55
2023-03-04,01085,inc case,4
2023-03-04,01087,inc case,17
2023-03-04,01089,inc case,290
2023-03-04,01091,inc case,7
2023-03-04,01093,inc case,15
2023-03-04,01095,inc case,58
2023-03-04,01097,inc case,304
2023-03-04,01099,inc case,16
2023-03-04,01101,inc case,194
2023-03-04,01103,inc case,111
2023-03-04,01105,inc case,4
2023-03-04,01107,inc case,15
2023-03-04,01109,inc case,15
2023-03-04,01111,inc case,14
2023-03-04,01113,inc case,19
2023-03-04,01115,inc case,98
2023-03-04,01117,inc case,159
2023-03-04,01119,inc case,7
2023-03-04,01121,inc case,73
2023-03-04,01123,inc case,32
2023-03-04,01125,inc case,193
2023-03-04,01127,inc case,55
2023-03-04,01129,inc case,3
2023-03-04,01131,inc case,5
2023-03-04,01133,inc case,15
2023-03-04,02,inc case,450
2023-03-04,02013,inc case,0
2023-03-04,02016,inc case,3
2023-03-04,02020,inc case,134
2023-03-04,02050,inc case,45
2023-03-04,02060,inc case,0
2023-03-04,02063,inc case,2
2023-03-04,02066,inc case,1
2023-03-04,02068,inc case,1
2023-03-04,02070,inc case,4
2023-03-04,02090,inc case,53
2023-03-04,02100,inc case,0
2023-03-04,02105,inc case,0
2023-03-04,02110,inc case,28
2023-03-04,02122,inc case,38
2023-03-04,02130,inc case,4
2023-03-04,02150,inc case,13
2023-03-04,02158,inc case,13
2023-03-04,02164,inc case,0
2023-03-04,02170,inc case,59
2023-03-04,02180,inc case,9
2023-03-04,02185,inc case,-1
2023-03-04,02188,inc case,14
2023-03-04,02195,inc case,6
2023-03-04,02198,inc case,6
2023-03-04,02220,inc case,5
2023-03-04,02230,inc case,0
2023-03-04,02240,inc case,3
2023-03-04,02261,inc case,0
2023-03-04,02275,inc case,2
2023-03-04,02282,inc case,2
2023-03-04,02290,inc case,6
2023-03-04,04,inc case,5663
2023-03-04,04001,inc case,258
2023-03-04,04003,inc case,68
2023-03-04,04005,inc case,126
2023-03-04,04007,inc case,17
2023-03-04,04009,inc case,10
2023-03-04,04011,inc case,5
2023-03-04,04012,inc case,7
2023-03-04,04013,inc case,2954
2023-03-04,04015,inc case,143
2023-03-04,04017,inc case,150
2023-03-04,04019,inc case,1220
2023-03-04,04021,inc case,296
2023-03-04,04023,inc case,12
2023-03-04,04025,inc case,198
2023-03-04,04027,inc case,199
2023-03-04,05,inc case,1496
2023-03-04,05001,inc case,3
2023-03-04,05003,inc case,14
2023-03-04,05005,inc case,22
2023-03-04,05007,inc case,87
2023-03-04,05009,inc case,19
2023-03-04,05011,inc case,2
2023-03-04,05013,inc case,3
2023-03-04,05015,inc case,9
2023-03-04,05017,inc case,2
2023-03-04,05019,inc case,7
2023-03-04,05021,inc case,13
2023-03-04,05023,inc case,20
2023-03-04,05025,inc case,5
2023-03-04,05027,inc case,27
2023-03-04,05029,inc case,18
2023-03-04,05031,inc case,106
2023-03-04,05033,inc case,23
2023-03-04,05035,inc case,13
2023-03-04,05037,inc case,6
2023-03-04,05039,inc case,2
2023-03-04,05041,inc case,7
2023-03-04,05043,inc case,10
2023-03-04,05045,inc case,73
2023-03-04,05047,inc case,5
2023-03-04,05049,inc case,4
2023-03-04,05051,inc case,25
2023-03-04,05053,inc case,7
2023-03-04,05055,inc case,58
2023-03-04,05057,inc case,9
2023-03-04,05059,inc case,9
2023-03-04,05061,inc case,2
2023-03-04,05063,inc case,22
2023-03-04,05065,inc case,7
2023-03-04,05067,inc case,11
2023-03-04,05069,inc case,24
2023-03-04,05071,inc case,8
2023-03-04,05073,inc case,1
2023-03-04,05075,inc case,11
2023-03-04,05077,inc case,3
2023-03-04,05079,inc case,7
2023-03-04,05081,inc case,3
2023-03-04,05083,inc case,2
2023-03-04,05085,inc case,27
2023-03-04,05087,inc case,7
2023-03-04,05089,inc case,12
2023-03-04,05091,inc case,12
2023-03-04,05093,inc case,28
2023-03-04,05095,inc case,-1
2023-03-04,05097,inc case,0
2023-03-04,05099,inc case,3
2023-03-04,05101,inc case,3
2023-03-04,05103,inc case,7
2023-03-04,05105,inc case,7
2023-03-04,05107,inc case,7
2023-03-04,05109,inc case,1
2023-03-04,05111,inc case,17
2023-03-04,05113,inc case,4
2023-03-04,05115,inc case,14
2023-03-04,05117,inc case,0
2023-03-04,05119,inc case,189
2023-03-04,05121,inc case,22
2023-03-04,05123,inc case,6
2023-03-04,05125,inc case,70
2023-03-04,05127,inc case,3
2023-03-04,05129,inc case,6
2023-03-04,05131,inc case,40
2023-03-04,05133,inc case,7
2023-03-04,05135,inc case,8
2023-03-04,05137,inc case,6
2023-03-04,05139,inc case,15
2023-03-04,05141,inc case,2
2023-03-04,05143,inc case,154
2023-03-04,05145,inc case,32
2023-03-04,05147,inc case,1
2023-03-04,05149,inc case,3
2023-03-04,06,inc case,26116
2023-03-04,06001,inc case,1374
2023-03-04,06003,inc case,0
2023-03-04,06005,inc case,34
2023-03-04,06007,inc case,97
2023-03-04,06009,inc case,21
2023-03-04,06011,inc case,22
2023-03-04,06013,inc case,1214
2023-03-04,06015,inc case,9
2023-03-04,06017,inc case,62
2023-03-04,06019,inc case,704
2023-03-04,06021,inc case,16
2023-03-04,06023,inc case,89
2023-03-04,06025,inc case,205
2023-03-04,06027,inc case,6
2023-03-04,06029,inc case,566
2023-03-04,06031,inc case,61
2023-03-04,06033,inc case,19
2023-03-04,06035,inc case,2
2023-03-04,06037,inc case,7584
2023-03-04,06039,inc case,91
2023-03-04,06041,inc case,164
2023-03-04,06043,inc case,4
2023-03-04,06045,inc case,44
2023-03-04,06047,inc case,149
2023-03-04,06049,inc case,3
2023-03-04,06051,inc case,5
2023-03-04,06053,inc case,411
2023-03-04,06055,inc case,91
2023-03-04,06057,inc case,38
2023-03-04,06059,inc case,2002
2023-03-04,06061,inc case,210
2023-03-04,06063,inc case,5
2023-03-04,06065,inc case,1206
2023-03-04,06067,inc case,1043
2023-03-04,06069,inc case,53
2023-03-04,06071,inc case,996
2023-03-04,06073,inc case,2144
2023-03-04,06075,inc case,711
2023-03-04,06077,inc case,432
2023-03-04,06079,inc case,96
2023-03-04,06081,inc case,491
2023-03-04,06083,inc case,217
2023-03-04,06085,inc case,1332
2023-03-04,06087,inc case,167
2023-03-04,06089,inc case,37
2023-03-04,06091,inc case,0
2023-03-04,06093,inc case,17
2023-03-04,06095,inc case,354
2023-03-04,06097,inc case,274
2023-03-04,06099,inc case,320
2023-03-04,06101,inc case,40
2023-03-04,06103,inc case,15
2023-03-04,06105,inc case,3
2023-03-04,06107,inc case,369
2023-03-04,06109,inc case,49
2023-03-04,06111,inc case,343
2023-03-04,06113,inc case,123
2023-03-04,06115,inc case,38
2023-03-04,08,inc case,3052
2023-03-04,08001,inc case,288
2023-03-04,08003,inc case,19
2023-03-04,08005,inc case,332
2023-03-04,08007,inc case,3
2023-03-04,08009,inc case,1
2023-03-04,08011,inc case,2
2023-03-04,08013,inc case,166
2023-03-04,08014,inc case,33
2023-03-04,08015,inc case,3
2023-03-04,08017,inc case,-1
2023-03-04,08019,inc case,5
2023-03-04,08021,inc case,3
2023-03-04,08023,inc case,7
2023-03-04,08025,inc case,1
2023-03-04,08027,inc case,1
2023-03-04,08029,inc case,16
2023-03-04,08031,inc case,433
2023-03-04,08033,inc case,0
2023-03-04,08035,inc case,116
2023-03-04,08037,inc case,29
2023-03-04,08039,inc case,10
2023-03-04,08041,inc case,411
2023-03-04,08043,inc case,27
2023-03-04,08045,inc case,22
2023-03-04,08047,inc case,0
2023-03-04,08049,inc case,3
2023-03-04,08051,inc case,-2
2023-03-04,08053,inc case,2
2023-03-04,08055,inc case,0
2023-03-04,08057,inc case,0
2023-03-04,08059,inc case,286
2023-03-04,08061,inc case,0
2023-03-04,08063,inc case,2
2023-03-04,08065,inc case,2
2023-03-04,08067,inc case,28
2023-03-04,08069,inc case,288
2023-03-04,08071,inc case,9
2023-03-04,08073,inc case,0
2023-03-04,08075,inc case,13
2023-03-04,08077,inc case,86
2023-03-04,08079,inc case,1
2023-03-04,08081,inc case,6
2023-03-04,08083,inc case,13
2023-03-04,08085,inc case,3
2023-03-04,08087,inc case,18
2023-03-04,08089,inc case,8
2023-03-04,08091,inc case,0
2023-03-04,08093,inc case,1
2023-03-04,08095,inc case,2
2023-03-04,08097,inc case,8
2023-03-04,08099,inc case,2
2023-03-04,08101,inc case,93
2023-03-04,08103,inc case,3
2023-03-04,08105,inc case,8
2023-03-04,08107,inc case,12
2023-03-04,08109,inc case,7
2023-03-04,08111,inc case,0
2023-03-04,08113,inc case,0
2023-03-04,08115,inc case,0
2023-03-04,08117,inc case,3
2023-03-04,08119,inc case,4
2023-03-04,08121,inc case,4
2023-03-04,08123,inc case,208
2023-03-04,08125,inc case,3
2023-03-04,09,inc case,1275
2023-03-04,09001,inc case,291
2023-03-04,09003,inc case,312
2023-03-04,09005,inc case,46
2023-03-04,09007,inc case,51
2023-03-04,09009,inc case,364
2023-03-04,09011,inc case,121
2023-03-04,09013,inc case,49
2023-03-04,09015,inc case,42
2023-03-04,10,inc case,461
2023-03-04,10001,inc case,117
2023-03-04,10003,inc case,230
2023-03-04,10005,inc case,117
2023-03-04,11,inc case,210
2023-03-04,12,inc case,57684
2023-03-04,12001,inc case,735
2023-03-04,12003,inc case,77
2023-03-04,12005,inc case,385
2023-03-04,12007,inc case,84
2023-03-04,12009,inc case,1216
2023-03-04,12011,inc case,5496
2023-03-04,12013,inc case,45
2023-03-04,12015,inc case,519
2023-03-04,12017,inc case,291
2023-03-04,12019,inc case,556
2023-03-04,12021,inc case,815
2023-03-04,12023,inc case,187
2023-03-04,12027,inc case,57
2023-03-04,12029,inc case,33
2023-03-04,12031,inc case,2266
2023-03-04,12033,inc case,598
2023-03-04,12035,inc case,183
2023-03-04,12037,inc case,23
2023-03-04,12039,inc case,213
2023-03-04,12041,inc case,60
2023-03-04,12043,inc case,23
2023-03-04,12045,inc case,32
2023-03-04,12047,inc case,39
2023-03-04,12049,inc case,73
2023-03-04,12051,inc case,118
2023-03-04,12053,inc case,320
2023-03-04,12055,inc case,190
2023-03-04,12057,inc case,3392
2023-03-04,12059,inc case,41
2023-03-04,12061,inc case,320
2023-03-04,12063,inc case,227
2023-03-04,12065,inc case,44
2023-03-04,12067,inc case,24
2023-03-04,12069,inc case,717
2023-03-04,12071,inc case,1871
2023-03-04,12073,inc case,1044
2023-03-04,12075,inc case,118
2023-03-04,12077,inc case,21
2023-03-04,12079,inc case,45
2023-03-04,12081,inc case,782
2023-03-04,12083,inc case,789
2023-03-04,12085,inc case,335
2023-03-04,12086,inc case,13795
2023-03-04,12087,inc case,146
2023-03-04,12089,inc case,196
2023-03-04,12091,inc case,415
2023-03-04,12093,inc case,62
2023-03-04,12095,inc case,2608
2023-03-04,12097,inc case,917
2023-03-04,12099,inc case,3929
2023-03-04,12101,inc case,1297
2023-03-04,12103,inc case,2156
2023-03-04,12105,inc case,2185
2023-03-04,12107,inc case,108
2023-03-04,12109,inc case,476
2023-03-04,12111,inc case,744
2023-03-04,12113,inc case,499
2023-03-04,12115,inc case,978
2023-03-04,12117,inc case,847
2023-03-04,12119,inc case,265
2023-03-04,12121,inc case,166
2023-03-04,12123,inc case,55
2023-03-04,12125,inc case,34
2023-03-04,12127,inc case,1113
2023-03-04,12129,inc case,86
2023-03-04,12131,inc case,124
2023-03-04,12133,inc case,61
2023-03-04,13,inc case,3905
2023-03-04,13001,inc case,-2
2023-03-04,13003,inc case,-4
2023-03-04,13005,inc case,2
2023-03-04,13007,inc case,-1
2023-03-04,13009,inc case,7
2023-03-04,13011,inc case,7
2023-03-04,13013,inc case,8
2023-03-04,13015,inc case,38
2023-03-04,13017,inc case,2
2023-03-04,13019,inc case,7
2023-03-04,13021,inc case,53
2023-03-04,13023,inc case,6
2023-03-04,13025,inc case,-5
2023-03-04,13027,inc case,3
2023-03-04,13029,inc case,16
2023-03-04,13031,inc case,-5
2023-03-04,13033,inc case,10
2023-03-04,13035,inc case,8
2023-03-04,13037,inc case,-4
2023-03-04,13039,inc case,11
2023-03-04,13043,inc case,4
